GEO_id,GEOID,GEO_id2,GEO_displaylabel,Veteran_MOE
1400000U,6037203800,6037203800,"Census Tract 2038, Los Angeles County, California",82
1400000U,6037203900,6037203900,"Census Tract 2039, Los Angeles County, California",68
1400000U,6037204110,6037204110,"Census Tract 2041.10, Los Angeles County, California",27
1400000U,6037204120,6037204120,"Census Tract 2041.20, Los Angeles County, California",34
1400000U,6037204200,6037204200,"Census Tract 2042, Los Angeles County, California",10
1400000U,6037204300,6037204300,"Census Tract 2043, Los Angeles County, California",37
1400000U,6037204410,6037204410,"Census Tract 2044.10, Los Angeles County, California",28
1400000U,6037204420,6037204420,"Census Tract 2044.20, Los Angeles County, California",61
1400000U,6037204600,6037204600,"Census Tract 2046, Los Angeles County, California",57
1400000U,6037204700,6037204700,"Census Tract 2047, Los Angeles County, California",22
1400000U,6037204810,6037204810,"Census Tract 2048.10, Los Angeles County, California",22
1400000U,6037204820,6037204820,"Census Tract 2048.20, Los Angeles County, California",29
1400000U,6037204910,6037204910,"Census Tract 2049.10, Los Angeles County, California",29
1400000U,6037204920,6037204920,"Census Tract 2049.20, Los Angeles County, California",24
1400000U,6037205110,6037205110,"Census Tract 2051.10, Los Angeles County, California",17
1400000U,6037205120,6037205120,"Census Tract 2051.20, Los Angeles County, California",18
1400000U,6037206010,6037206010,"Census Tract 2060.10, Los Angeles County, California",44
1400000U,6037206020,6037206020,"Census Tract 2060.20, Los Angeles County, California",83
1400000U,6037206031,6037206031,"Census Tract 2060.31, Los Angeles County, California",94
1400000U,6037206032,6037206032,"Census Tract 2060.32, Los Angeles County, California",15
1400000U,6037206050,6037206050,"Census Tract 2060.50, Los Angeles County, California",39
1400000U,6037206200,6037206200,"Census Tract 2062, Los Angeles County, California",57
1400000U,6037206300,6037206300,"Census Tract 2063, Los Angeles County, California",308
1400000U,6037207101,6037207101,"Census Tract 2071.01, Los Angeles County, California",45
1400000U,6037207102,6037207102,"Census Tract 2071.02, Los Angeles County, California",52
1400000U,6037207103,6037207103,"Census Tract 2071.03, Los Angeles County, California",28
1400000U,6037207301,6037207301,"Census Tract 2073.01, Los Angeles County, California",92
1400000U,6037207302,6037207302,"Census Tract 2073.02, Los Angeles County, California",99
1400000U,6037207400,6037207400,"Census Tract 2074, Los Angeles County, California",20
1400000U,6037207501,6037207501,"Census Tract 2075.01, Los Angeles County, California",75
1400000U,6037207502,6037207502,"Census Tract 2075.02, Los Angeles County, California",55
1400000U,6037207710,6037207710,"Census Tract 2077.10, Los Angeles County, California",61
1400000U,6037207900,6037207900,"Census Tract 2079, Los Angeles County, California",67
1400000U,6037208000,6037208000,"Census Tract 2080, Los Angeles County, California",82
1400000U,6037208301,6037208301,"Census Tract 2083.01, Los Angeles County, California",13
1400000U,6037208302,6037208302,"Census Tract 2083.02, Los Angeles County, California",11
1400000U,6037208401,6037208401,"Census Tract 2084.01, Los Angeles County, California",55
1400000U,6037208402,6037208402,"Census Tract 2084.02, Los Angeles County, California",23
1400000U,6037208501,6037208501,"Census Tract 2085.01, Los Angeles County, California",22
1400000U,6037208502,6037208502,"Census Tract 2085.02, Los Angeles County, California",21
1400000U,6037208610,6037208610,"Census Tract 2086.10, Los Angeles County, California",67
1400000U,6037208620,6037208620,"Census Tract 2086.20, Los Angeles County, California",34
1400000U,6037208710,6037208710,"Census Tract 2087.10, Los Angeles County, California",46
1400000U,6037208720,6037208720,"Census Tract 2087.20, Los Angeles County, California",36
1400000U,6037208801,6037208801,"Census Tract 2088.01, Los Angeles County, California",14
1400000U,6037208802,6037208802,"Census Tract 2088.02, Los Angeles County, California",54
1400000U,6037208902,6037208902,"Census Tract 2089.02, Los Angeles County, California",0
1400000U,6037208903,6037208903,"Census Tract 2089.03, Los Angeles County, California",43
1400000U,6037208904,6037208904,"Census Tract 2089.04, Los Angeles County, California",32
1400000U,6037209102,6037209102,"Census Tract 2091.02, Los Angeles County, California",53
1400000U,6037209103,6037209103,"Census Tract 2091.03, Los Angeles County, California",13
1400000U,6037209104,6037209104,"Census Tract 2091.04, Los Angeles County, California",11
1400000U,6037209200,6037209200,"Census Tract 2092, Los Angeles County, California",31
1400000U,6037209300,6037209300,"Census Tract 2093, Los Angeles County, California",29
1400000U,6037209401,6037209401,"Census Tract 2094.01, Los Angeles County, California",39
1400000U,6037209402,6037209402,"Census Tract 2094.02, Los Angeles County, California",35
1400000U,6037209403,6037209403,"Census Tract 2094.03, Los Angeles County, California",28
1400000U,6037209510,6037209510,"Census Tract 2095.10, Los Angeles County, California",26
1400000U,6037209520,6037209520,"Census Tract 2095.20, Los Angeles County, California",23
1400000U,6037209810,6037209810,"Census Tract 2098.10, Los Angeles County, California",33
1400000U,6037209820,6037209820,"Census Tract 2098.20, Los Angeles County, California",12
1400000U,6037210010,6037210010,"Census Tract 2100.10, Los Angeles County, California",24
1400000U,6037211000,6037211000,"Census Tract 2110, Los Angeles County, California",53
1400000U,6037211120,6037211120,"Census Tract 2111.20, Los Angeles County, California",84
1400000U,6037211121,6037211121,"Census Tract 2111.21, Los Angeles County, California",23
1400000U,6037211122,6037211122,"Census Tract 2111.22, Los Angeles County, California",40
1400000U,6037211201,6037211201,"Census Tract 2112.01, Los Angeles County, California",36
1400000U,6037211202,6037211202,"Census Tract 2112.02, Los Angeles County, California",15
1400000U,6037211310,6037211310,"Census Tract 2113.10, Los Angeles County, California",25
1400000U,6037211320,6037211320,"Census Tract 2113.20, Los Angeles County, California",14
1400000U,6037211410,6037211410,"Census Tract 2114.10, Los Angeles County, California",28
1400000U,6037211420,6037211420,"Census Tract 2114.20, Los Angeles County, California",29
1400000U,6037211500,6037211500,"Census Tract 2115, Los Angeles County, California",56
1400000U,6037211701,6037211701,"Census Tract 2117.01, Los Angeles County, California",36
1400000U,6037211703,6037211703,"Census Tract 2117.03, Los Angeles County, California",59
1400000U,6037211704,6037211704,"Census Tract 2117.04, Los Angeles County, California",20
1400000U,6037211802,6037211802,"Census Tract 2118.02, Los Angeles County, California",32
1400000U,6037211803,6037211803,"Census Tract 2118.03, Los Angeles County, California",35
1400000U,6037211804,6037211804,"Census Tract 2118.04, Los Angeles County, California",34
1400000U,6037211910,6037211910,"Census Tract 2119.10, Los Angeles County, California",42
1400000U,6037211921,6037211921,"Census Tract 2119.21, Los Angeles County, California",100
1400000U,6037211922,6037211922,"Census Tract 2119.22, Los Angeles County, California",36
1400000U,6037212101,6037212101,"Census Tract 2121.01, Los Angeles County, California",42
1400000U,6037212102,6037212102,"Census Tract 2121.02, Los Angeles County, California",24
1400000U,6037212202,6037212202,"Census Tract 2122.02, Los Angeles County, California",20
1400000U,6037212203,6037212203,"Census Tract 2122.03, Los Angeles County, California",38
1400000U,6037212204,6037212204,"Census Tract 2122.04, Los Angeles County, California",14
1400000U,6037212303,6037212303,"Census Tract 2123.03, Los Angeles County, California",28
1400000U,6037212304,6037212304,"Census Tract 2123.04, Los Angeles County, California",28
1400000U,6037212305,6037212305,"Census Tract 2123.05, Los Angeles County, California",8
1400000U,6037212306,6037212306,"Census Tract 2123.06, Los Angeles County, California",51
1400000U,6037212410,6037212410,"Census Tract 2124.10, Los Angeles County, California",54
1400000U,6037212420,6037212420,"Census Tract 2124.20, Los Angeles County, California",33
1400000U,6037212501,6037212501,"Census Tract 2125.01, Los Angeles County, California",53
1400000U,6037212502,6037212502,"Census Tract 2125.02, Los Angeles County, California",40
1400000U,6037212610,6037212610,"Census Tract 2126.10, Los Angeles County, California",45
1400000U,6037212620,6037212620,"Census Tract 2126.20, Los Angeles County, California",51
1400000U,6037212701,6037212701,"Census Tract 2127.01, Los Angeles County, California",39
1400000U,6037212702,6037212702,"Census Tract 2127.02, Los Angeles County, California",58
1400000U,6037212800,6037212800,"Census Tract 2128, Los Angeles County, California",31
1400000U,6037212900,6037212900,"Census Tract 2129, Los Angeles County, California",62
1400000U,6037213100,6037213100,"Census Tract 2131, Los Angeles County, California",32
1400000U,6037213201,6037213201,"Census Tract 2132.01, Los Angeles County, California",27
1400000U,6037213202,6037213202,"Census Tract 2132.02, Los Angeles County, California",17
1400000U,6037213310,6037213310,"Census Tract 2133.10, Los Angeles County, California",45
1400000U,6037213320,6037213320,"Census Tract 2133.20, Los Angeles County, California",12
1400000U,6037213401,6037213401,"Census Tract 2134.01, Los Angeles County, California",48
1400000U,6037213402,6037213402,"Census Tract 2134.02, Los Angeles County, California",31
1400000U,6037214000,6037214000,"Census Tract 2140, Los Angeles County, California",50
1400000U,6037214100,6037214100,"Census Tract 2141, Los Angeles County, California",32
1400000U,6037214400,6037214400,"Census Tract 2144, Los Angeles County, California",19
1400000U,6037214501,6037214501,"Census Tract 2145.01, Los Angeles County, California",37
1400000U,6037214502,6037214502,"Census Tract 2145.02, Los Angeles County, California",87
1400000U,6037214503,6037214503,"Census Tract 2145.03, Los Angeles County, California",35
1400000U,6037214600,6037214600,"Census Tract 2146, Los Angeles County, California",52
1400000U,6037214700,6037214700,"Census Tract 2147, Los Angeles County, California",32
1400000U,6037214800,6037214800,"Census Tract 2148, Los Angeles County, California",26
1400000U,6037214901,6037214901,"Census Tract 2149.01, Los Angeles County, California",49
1400000U,6037214902,6037214902,"Census Tract 2149.02, Los Angeles County, California",36
1400000U,6037215101,6037215101,"Census Tract 2151.01, Los Angeles County, California",31
1400000U,6037215102,6037215102,"Census Tract 2151.02, Los Angeles County, California",43
1400000U,6037216100,6037216100,"Census Tract 2161, Los Angeles County, California",52
1400000U,6037216200,6037216200,"Census Tract 2162, Los Angeles County, California",66
1400000U,6037216300,6037216300,"Census Tract 2163, Los Angeles County, California",53
1400000U,6037216401,6037216401,"Census Tract 2164.01, Los Angeles County, California",49
1400000U,6037216402,6037216402,"Census Tract 2164.02, Los Angeles County, California",44
1400000U,6037216700,6037216700,"Census Tract 2167, Los Angeles County, California",63
1400000U,6037216800,6037216800,"Census Tract 2168, Los Angeles County, California",50
1400000U,6037216900,6037216900,"Census Tract 2169, Los Angeles County, California",88
1400000U,6037217001,6037217001,"Census Tract 2170.01, Los Angeles County, California",17
1400000U,6037217002,6037217002,"Census Tract 2170.02, Los Angeles County, California",62
1400000U,6037217100,6037217100,"Census Tract 2171, Los Angeles County, California",141
1400000U,6037217200,6037217200,"Census Tract 2172, Los Angeles County, California",50
1400000U,6037218110,6037218110,"Census Tract 2181.10, Los Angeles County, California",60
1400000U,6037218120,6037218120,"Census Tract 2181.20, Los Angeles County, California",42
1400000U,6037218210,6037218210,"Census Tract 2182.10, Los Angeles County, California",61
1400000U,6037218220,6037218220,"Census Tract 2182.20, Los Angeles County, California",52
1400000U,6037218300,6037218300,"Census Tract 2183, Los Angeles County, California",45
1400000U,6037218400,6037218400,"Census Tract 2184, Los Angeles County, California",58
1400000U,6037218500,6037218500,"Census Tract 2185, Los Angeles County, California",57
1400000U,6037218600,6037218600,"Census Tract 2186, Los Angeles County, California",29
1400000U,6037218701,6037218701,"Census Tract 2187.01, Los Angeles County, California",32
1400000U,6037218702,6037218702,"Census Tract 2187.02, Los Angeles County, California",39
1400000U,6037218800,6037218800,"Census Tract 2188, Los Angeles County, California",48
1400000U,6037218900,6037218900,"Census Tract 2189, Los Angeles County, California",69
1400000U,6037219010,6037219010,"Census Tract 2190.10, Los Angeles County, California",26
1400000U,6037219020,6037219020,"Census Tract 2190.20, Los Angeles County, California",47
1400000U,6037219300,6037219300,"Census Tract 2193, Los Angeles County, California",79
1400000U,6037219500,6037219500,"Census Tract 2195, Los Angeles County, California",45
1400000U,6037219700,6037219700,"Census Tract 2197, Los Angeles County, California",60
1400000U,6037219800,6037219800,"Census Tract 2198, Los Angeles County, California",29
1400000U,6037219901,6037219901,"Census Tract 2199.01, Los Angeles County, California",40
1400000U,6037219902,6037219902,"Census Tract 2199.02, Los Angeles County, California",25
1400000U,6037220000,6037220000,"Census Tract 2200, Los Angeles County, California",84
1400000U,6037220100,6037220100,"Census Tract 2201, Los Angeles County, California",51
1400000U,6037221110,6037221110,"Census Tract 2211.10, Los Angeles County, California",21
1400000U,6037221120,6037221120,"Census Tract 2211.20, Los Angeles County, California",26
1400000U,6037221210,6037221210,"Census Tract 2212.10, Los Angeles County, California",44
1400000U,6037221220,6037221220,"Census Tract 2212.20, Los Angeles County, California",23
1400000U,6037221302,6037221302,"Census Tract 2213.02, Los Angeles County, California",45
1400000U,6037221303,6037221303,"Census Tract 2213.03, Los Angeles County, California",33
1400000U,6037221304,6037221304,"Census Tract 2213.04, Los Angeles County, California",33
1400000U,6037221401,6037221401,"Census Tract 2214.01, Los Angeles County, California",56
1400000U,6037221402,6037221402,"Census Tract 2214.02, Los Angeles County, California",43
1400000U,6037221500,6037221500,"Census Tract 2215, Los Angeles County, California",80
1400000U,6037221601,6037221601,"Census Tract 2216.01, Los Angeles County, California",35
1400000U,6037221602,6037221602,"Census Tract 2216.02, Los Angeles County, California",21
1400000U,6037221710,6037221710,"Census Tract 2217.10, Los Angeles County, California",20
1400000U,6037221810,6037221810,"Census Tract 2218.10, Los Angeles County, California",22
1400000U,6037221820,6037221820,"Census Tract 2218.20, Los Angeles County, California",21
1400000U,6037221900,6037221900,"Census Tract 2219, Los Angeles County, California",0
1400000U,6037222001,6037222001,"Census Tract 2220.01, Los Angeles County, California",40
1400000U,6037222002,6037222002,"Census Tract 2220.02, Los Angeles County, California",52
1400000U,6037222100,6037222100,"Census Tract 2221, Los Angeles County, California",37
1400000U,6037222200,6037222200,"Census Tract 2222, Los Angeles County, California",43
1400000U,6037222500,6037222500,"Census Tract 2225, Los Angeles County, California",37
1400000U,6037222600,6037222600,"Census Tract 2226, Los Angeles County, California",32
1400000U,6037222700,6037222700,"Census Tract 2227, Los Angeles County, California",7
1400000U,6037224010,6037224010,"Census Tract 2240.10, Los Angeles County, California",19
1400000U,6037224020,6037224020,"Census Tract 2240.20, Los Angeles County, California",0
1400000U,6037224200,6037224200,"Census Tract 2242, Los Angeles County, California",7
1400000U,6037224310,6037224310,"Census Tract 2243.10, Los Angeles County, California",28
1400000U,6037224320,6037224320,"Census Tract 2243.20, Los Angeles County, California",29
1400000U,6037224410,6037224410,"Census Tract 2244.10, Los Angeles County, California",28
1400000U,6037224420,6037224420,"Census Tract 2244.20, Los Angeles County, California",21
1400000U,6037224600,6037224600,"Census Tract 2246, Los Angeles County, California",30
1400000U,6037224700,6037224700,"Census Tract 2247, Los Angeles County, California",16
1400000U,6037226001,6037226001,"Census Tract 2260.01, Los Angeles County, California",9
1400000U,6037226002,6037226002,"Census Tract 2260.02, Los Angeles County, California",26
1400000U,6037226410,6037226410,"Census Tract 2264.10, Los Angeles County, California",8
1400000U,6037226420,6037226420,"Census Tract 2264.20, Los Angeles County, California",0
1400000U,6037226700,6037226700,"Census Tract 2267, Los Angeles County, California",0
1400000U,6037227010,6037227010,"Census Tract 2270.10, Los Angeles County, California",21
1400000U,6037227020,6037227020,"Census Tract 2270.20, Los Angeles County, California",26
1400000U,6037228100,6037228100,"Census Tract 2281, Los Angeles County, California",17
1400000U,6037228210,6037228210,"Census Tract 2282.10, Los Angeles County, California",25
1400000U,6037228220,6037228220,"Census Tract 2282.20, Los Angeles County, California",30
1400000U,6037228310,6037228310,"Census Tract 2283.10, Los Angeles County, California",14
1400000U,6037228320,6037228320,"Census Tract 2283.20, Los Angeles County, California",29
1400000U,6037228410,6037228410,"Census Tract 2284.10, Los Angeles County, California",0
1400000U,6037228420,6037228420,"Census Tract 2284.20, Los Angeles County, California",0
1400000U,6037228500,6037228500,"Census Tract 2285, Los Angeles County, California",58
1400000U,6037228600,6037228600,"Census Tract 2286, Los Angeles County, California",48
1400000U,6037228710,6037228710,"Census Tract 2287.10, Los Angeles County, California",28
1400000U,6037228720,6037228720,"Census Tract 2287.20, Los Angeles County, California",19
1400000U,6037228800,6037228800,"Census Tract 2288, Los Angeles County, California",33
1400000U,6037228900,6037228900,"Census Tract 2289, Los Angeles County, California",14
1400000U,6037229100,6037229100,"Census Tract 2291, Los Angeles County, California",10
1400000U,6037229200,6037229200,"Census Tract 2292, Los Angeles County, California",46
1400000U,6037229300,6037229300,"Census Tract 2293, Los Angeles County, California",39
1400000U,6037229410,6037229410,"Census Tract 2294.10, Los Angeles County, California",0
1400000U,6037229420,6037229420,"Census Tract 2294.20, Los Angeles County, California",24
1400000U,6037231100,6037231100,"Census Tract 2311, Los Angeles County, California",77
1400000U,6037231210,6037231210,"Census Tract 2312.10, Los Angeles County, California",38
1400000U,6037231220,6037231220,"Census Tract 2312.20, Los Angeles County, California",27
1400000U,6037231300,6037231300,"Census Tract 2313, Los Angeles County, California",73
1400000U,6037231400,6037231400,"Census Tract 2314, Los Angeles County, California",72
1400000U,6037231500,6037231500,"Census Tract 2315, Los Angeles County, California",51
1400000U,6037231600,6037231600,"Census Tract 2316, Los Angeles County, California",69
1400000U,6037231710,6037231710,"Census Tract 2317.10, Los Angeles County, California",27
1400000U,6037231720,6037231720,"Census Tract 2317.20, Los Angeles County, California",48
1400000U,6037231800,6037231800,"Census Tract 2318, Los Angeles County, California",38
1400000U,6037231900,6037231900,"Census Tract 2319, Los Angeles County, California",30
1400000U,6037232110,6037232110,"Census Tract 2321.10, Los Angeles County, California",20
1400000U,6037232120,6037232120,"Census Tract 2321.20, Los Angeles County, California",18
1400000U,6037232200,6037232200,"Census Tract 2322, Los Angeles County, California",59
1400000U,6037232300,6037232300,"Census Tract 2323, Los Angeles County, California",75
1400000U,6037232400,6037232400,"Census Tract 2324, Los Angeles County, California",90
1400000U,6037232500,6037232500,"Census Tract 2325, Los Angeles County, California",79
1400000U,6037232600,6037232600,"Census Tract 2326, Los Angeles County, California",59
1400000U,6037232700,6037232700,"Census Tract 2327, Los Angeles County, California",51
1400000U,6037232800,6037232800,"Census Tract 2328, Los Angeles County, California",6
1400000U,6037234000,6037234000,"Census Tract 2340, Los Angeles County, California",69
1400000U,6037234200,6037234200,"Census Tract 2342, Los Angeles County, California",33
1400000U,6037234300,6037234300,"Census Tract 2343, Los Angeles County, California",94
1400000U,6037234501,6037234501,"Census Tract 2345.01, Los Angeles County, California",49
1400000U,6037234502,6037234502,"Census Tract 2345.02, Los Angeles County, California",67
1400000U,6037234600,6037234600,"Census Tract 2346, Los Angeles County, California",55
1400000U,6037234700,6037234700,"Census Tract 2347, Los Angeles County, California",69
1400000U,6037234800,6037234800,"Census Tract 2348, Los Angeles County, California",74
1400000U,6037234901,6037234901,"Census Tract 2349.01, Los Angeles County, California",58
1400000U,6037234902,6037234902,"Census Tract 2349.02, Los Angeles County, California",91
1400000U,6037235100,6037235100,"Census Tract 2351, Los Angeles County, California",76
1400000U,6037235201,6037235201,"Census Tract 2352.01, Los Angeles County, California",54
1400000U,6037235202,6037235202,"Census Tract 2352.02, Los Angeles County, California",83
1400000U,6037236000,6037236000,"Census Tract 2360, Los Angeles County, California",113
1400000U,6037236100,6037236100,"Census Tract 2361, Los Angeles County, California",150
1400000U,6037236202,6037236202,"Census Tract 2362.02, Los Angeles County, California",102
1400000U,6037236203,6037236203,"Census Tract 2362.03, Los Angeles County, California",110
1400000U,6037236204,6037236204,"Census Tract 2362.04, Los Angeles County, California",67
1400000U,6037236400,6037236400,"Census Tract 2364, Los Angeles County, California",95
1400000U,6037237101,6037237101,"Census Tract 2371.01, Los Angeles County, California",40
1400000U,6037237102,6037237102,"Census Tract 2371.02, Los Angeles County, California",18
1400000U,6037237201,6037237201,"Census Tract 2372.01, Los Angeles County, California",34
1400000U,6037237202,6037237202,"Census Tract 2372.02, Los Angeles County, California",56
1400000U,6037237300,6037237300,"Census Tract 2373, Los Angeles County, California",95
1400000U,6037237401,6037237401,"Census Tract 2374.01, Los Angeles County, California",57
1400000U,6037237402,6037237402,"Census Tract 2374.02, Los Angeles County, California",43
1400000U,6037237500,6037237500,"Census Tract 2375, Los Angeles County, California",16
1400000U,6037237600,6037237600,"Census Tract 2376, Los Angeles County, California",55
1400000U,6037237710,6037237710,"Census Tract 2377.10, Los Angeles County, California",32
1400000U,6037237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",33
1400000U,6037237800,6037237800,"Census Tract 2378, Los Angeles County, California",116
1400000U,6037237900,6037237900,"Census Tract 2379, Los Angeles County, California",64
1400000U,6037238000,6037238000,"Census Tract 2380, Los Angeles County, California",102
1400000U,6037238100,6037238100,"Census Tract 2381, Los Angeles County, California",83
1400000U,6037238200,6037238200,"Census Tract 2382, Los Angeles County, California",154
1400000U,6037238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",73
1400000U,6037238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",30
1400000U,6037238400,6037238400,"Census Tract 2384, Los Angeles County, California",268
1400000U,6037239201,6037239201,"Census Tract 2392.01, Los Angeles County, California",16
1400000U,6037239202,6037239202,"Census Tract 2392.02, Los Angeles County, California",26
1400000U,6037239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",26
1400000U,6037239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",25
1400000U,6037239330,6037239330,"Census Tract 2393.30, Los Angeles County, California",10
1400000U,6037239501,6037239501,"Census Tract 2395.01, Los Angeles County, California",16
1400000U,6037239502,6037239502,"Census Tract 2395.02, Los Angeles County, California",42
1400000U,6037239601,6037239601,"Census Tract 2396.01, Los Angeles County, California",47
1400000U,6037239602,6037239602,"Census Tract 2396.02, Los Angeles County, California",34
1400000U,6037239701,6037239701,"Census Tract 2397.01, Los Angeles County, California",13
1400000U,6037239702,6037239702,"Census Tract 2397.02, Los Angeles County, California",38
1400000U,6037239801,6037239801,"Census Tract 2398.01, Los Angeles County, California",21
1400000U,6037239802,6037239802,"Census Tract 2398.02, Los Angeles County, California",45
1400000U,6037240010,6037240010,"Census Tract 2400.10, Los Angeles County, California",18
1400000U,6037240020,6037240020,"Census Tract 2400.20, Los Angeles County, California",72
1400000U,6037240200,6037240200,"Census Tract 2402, Los Angeles County, California",39
1400000U,6037240300,6037240300,"Census Tract 2403, Los Angeles County, California",35
1400000U,6037240401,6037240401,"Census Tract 2404.01, Los Angeles County, California",30
1400000U,6037240402,6037240402,"Census Tract 2404.02, Los Angeles County, California",56
1400000U,6037240500,6037240500,"Census Tract 2405, Los Angeles County, California",44
1400000U,6037240600,6037240600,"Census Tract 2406, Los Angeles County, California",20
1400000U,6037240700,6037240700,"Census Tract 2407, Los Angeles County, California",13
1400000U,6037240800,6037240800,"Census Tract 2408, Los Angeles County, California",37
1400000U,6037240900,6037240900,"Census Tract 2409, Los Angeles County, California",91
1400000U,6037241001,6037241001,"Census Tract 2410.01, Los Angeles County, California",43
1400000U,6037241002,6037241002,"Census Tract 2410.02, Los Angeles County, California",45
1400000U,6037241110,6037241110,"Census Tract 2411.10, Los Angeles County, California",19
1400000U,6037241120,6037241120,"Census Tract 2411.20, Los Angeles County, California",62
1400000U,6037241201,6037241201,"Census Tract 2412.01, Los Angeles County, California",40
1400000U,6037241202,6037241202,"Census Tract 2412.02, Los Angeles County, California",71
1400000U,6037241300,6037241300,"Census Tract 2413, Los Angeles County, California",18
1400000U,6037241400,6037241400,"Census Tract 2414, Los Angeles County, California",20
1400000U,6037242000,6037242000,"Census Tract 2420, Los Angeles County, California",55
1400000U,6037242100,6037242100,"Census Tract 2421, Los Angeles County, California",0
1400000U,6037242200,6037242200,"Census Tract 2422, Los Angeles County, California",35
1400000U,6037242300,6037242300,"Census Tract 2423, Los Angeles County, California",40
1400000U,6037242600,6037242600,"Census Tract 2426, Los Angeles County, California",24
1400000U,6037242700,6037242700,"Census Tract 2427, Los Angeles County, California",57
1400000U,6037243000,6037243000,"Census Tract 2430, Los Angeles County, California",31
1400000U,6037243100,6037243100,"Census Tract 2431, Los Angeles County, California",55
1400000U,6037261101,6037261101,"Census Tract 2611.01, Los Angeles County, California",47
1400000U,6037261102,6037261102,"Census Tract 2611.02, Los Angeles County, California",83
1400000U,6037261200,6037261200,"Census Tract 2612, Los Angeles County, California",67
1400000U,6037262100,6037262100,"Census Tract 2621, Los Angeles County, California",51
1400000U,6037262200,6037262200,"Census Tract 2622, Los Angeles County, California",54
1400000U,6037262301,6037262301,"Census Tract 2623.01, Los Angeles County, California",28
1400000U,6037262302,6037262302,"Census Tract 2623.02, Los Angeles County, California",47
1400000U,6037262303,6037262303,"Census Tract 2623.03, Los Angeles County, California",45
1400000U,6037262400,6037262400,"Census Tract 2624, Los Angeles County, California",49
1400000U,6037262501,6037262501,"Census Tract 2625.01, Los Angeles County, California",104
1400000U,6037262601,6037262601,"Census Tract 2626.01, Los Angeles County, California",43
1400000U,6037262604,6037262604,"Census Tract 2626.04, Los Angeles County, California",132
1400000U,6037262704,6037262704,"Census Tract 2627.04, Los Angeles County, California",52
1400000U,6037262706,6037262706,"Census Tract 2627.06, Los Angeles County, California",107
1400000U,6037262802,6037262802,"Census Tract 2628.02, Los Angeles County, California",49
1400000U,6037264000,6037264000,"Census Tract 2640, Los Angeles County, California",66
1400000U,6037264102,6037264102,"Census Tract 2641.02, Los Angeles County, California",40
1400000U,6037264103,6037264103,"Census Tract 2641.03, Los Angeles County, California",53
1400000U,6037264301,6037264301,"Census Tract 2643.01, Los Angeles County, California",79
1400000U,6037264302,6037264302,"Census Tract 2643.02, Los Angeles County, California",90
1400000U,6037265100,6037265100,"Census Tract 2651, Los Angeles County, California",87
1400000U,6037265201,6037265201,"Census Tract 2652.01, Los Angeles County, California",39
1400000U,6037265202,6037265202,"Census Tract 2652.02, Los Angeles County, California",93
1400000U,6037265301,6037265301,"Census Tract 2653.01, Los Angeles County, California",0
1400000U,6037265303,6037265303,"Census Tract 2653.03, Los Angeles County, California",22
1400000U,6037265304,6037265304,"Census Tract 2653.04, Los Angeles County, California",3
1400000U,6037265305,6037265305,"Census Tract 2653.05, Los Angeles County, California",0
1400000U,6037265410,6037265410,"Census Tract 2654.10, Los Angeles County, California",14
1400000U,6037265420,6037265420,"Census Tract 2654.20, Los Angeles County, California",24
1400000U,6037265510,6037265510,"Census Tract 2655.10, Los Angeles County, California",92
1400000U,6037265520,6037265520,"Census Tract 2655.20, Los Angeles County, California",71
1400000U,6037265601,6037265601,"Census Tract 2656.01, Los Angeles County, California",51
1400000U,6037265602,6037265602,"Census Tract 2656.02, Los Angeles County, California",53
1400000U,6037265700,6037265700,"Census Tract 2657, Los Angeles County, California",74
1400000U,6037267100,6037267100,"Census Tract 2671, Los Angeles County, California",65
1400000U,6037267200,6037267200,"Census Tract 2672, Los Angeles County, California",65
1400000U,6037267300,6037267300,"Census Tract 2673, Los Angeles County, California",101
1400000U,6037267402,6037267402,"Census Tract 2674.02, Los Angeles County, California",46
1400000U,6037267403,6037267403,"Census Tract 2674.03, Los Angeles County, California",49
1400000U,6037267404,6037267404,"Census Tract 2674.04, Los Angeles County, California",48
1400000U,6037267501,6037267501,"Census Tract 2675.01, Los Angeles County, California",33
1400000U,6037267502,6037267502,"Census Tract 2675.02, Los Angeles County, California",22
1400000U,6037267600,6037267600,"Census Tract 2676, Los Angeles County, California",28
1400000U,6037267700,6037267700,"Census Tract 2677, Los Angeles County, California",27
1400000U,6037267800,6037267800,"Census Tract 2678, Los Angeles County, California",36
1400000U,6037267901,6037267901,"Census Tract 2679.01, Los Angeles County, California",80
1400000U,6037267902,6037267902,"Census Tract 2679.02, Los Angeles County, California",54
1400000U,6037269000,6037269000,"Census Tract 2690, Los Angeles County, California",84
1400000U,6037269100,6037269100,"Census Tract 2691, Los Angeles County, California",52
1400000U,6037269300,6037269300,"Census Tract 2693, Los Angeles County, California",51
1400000U,6037269500,6037269500,"Census Tract 2695, Los Angeles County, California",49
1400000U,6037269601,6037269601,"Census Tract 2696.01, Los Angeles County, California",59
1400000U,6037269602,6037269602,"Census Tract 2696.02, Los Angeles County, California",88
1400000U,6037269700,6037269700,"Census Tract 2697, Los Angeles County, California",38
